###################################################################################
#
# Mesen Game Database
#
# Automatically generated database based on Nestopia's DB and NesCartDB
#
# Generated on 2020-05-02 using:
#     -NewRisingSun's NES 2.0 header database (2020-04-26) https://forums.nesdev.com/viewtopic.php?f=3&t=19940&p=248796
#     -NesCartDB (dated 2017-08-21)
#     -Nestopia UE's latest DB (dated 2015-10-22)
#
# Fields: CRC; System; Board; PCB; Chip; Mapper; PrgRomSize; ChrRomSize; ChrRamSize; WorkRamSize; SaveRamSize; Battery; Mirroring; Controller Type; Bus Conflicts; SubMapper; VsSystemType; PpuModel
#
###################################################################################
946F44C9;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
94766E4C;Ntsc;;;;2;64;0;8;0;0;0;h;1;;2;;
94782FBD;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
947AC898;VT02;;;;256;4096;0;0;0;0;0;h;1;;2;;
948E0BD6;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
94B0B134;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
94C8C39C;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
94CDBC32;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
94F284FB;VT03;;;;256;16384;0;0;0;0;0;h;1;;0;;
9505C2C4;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9509F703;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3B;4;256;256;0;0;8;1;h;1;;0;;
950A326F;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
951AF0C1;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
952A9E77;Famicom;;;;1;128;128;0;0;0;0;h;1;;0;;
9552E8DF;Famicom;BANDAI-GNROM;BA-ドラゴン;;66;128;32;0;0;0;0;v;1;;0;;
95569A86;Dendy;;;;176;512;256;8;0;32;1;h;1;;0;;
9561798D;Famicom;HVC-SLROM;HVC-SLROM-02;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
9568EB74;Ntsc;;;;1;128;0;8;0;0;0;h;1;;0;;
956E3D90;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;128;256;0;0;8;1;h;1;;0;;
957ABE27;Dendy;;;;241;512;0;8;8;0;0;v;38;;0;;
958E4BAE;Ntsc;NES-SCROM;NES-SCROM-03;MMC1B2;1;64;128;0;0;0;0;h;1;;0;;
95ACA7A7;Ntsc;;;;176;256;128;0;0;0;0;h;1;;0;;
95B04268;Ntsc;;;;235;3200;0;8;0;0;0;h;42;;0;;
95CE148A;Ntsc;;;;312;128;0;8;0;0;0;h;1;;0;;
95CE3B58;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;256;128;0;0;0;0;h;1;;0;;
95D3BFFF;Pal;;;;3;32;32;0;0;0;0;h;1;;2;;
95DFC71C;Ntsc;;;;30;512;0;8;0;0;0;v;1;;0;;
95E28D70;Ntsc;;;;113;64;64;0;0;0;0;h;1;;0;;
95E4E594;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;128;0;8;8;0;0;h;1;;0;;
95EBA660;Ntsc;;;;372;2048;512;8;0;0;0;h;1;;0;;
95EC8617;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
96087988;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
960B0AEA;Ntsc;;;;313;512;512;0;8;0;0;h;1;;0;;
961ADCA7;Ntsc;SACHEN-NROM;NE-001A;;0;16;8;0;0;0;0;h;1;;0;;
9622900E;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
962AE6A0;Ntsc;;;;265;1024;0;8;0;0;0;h;1;;0;;
9630A7E5;Pal;NES-SLROM;NES-SLROM-05;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
96314622;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9632C470;Pal;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
965834BD;Ntsc;;;;18;128;128;0;0;0;0;h;1;;0;;
965D9DAA;Ntsc;;;;400;4096;0;32;0;0;0;h;2;;0;;
9663F3F9;Dendy;;;;268;512;0;8;0;8;1;h;1;;0;;
966730CF;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
967011AD;Pal;;;;4;128;128;0;0;0;0;h;1;;0;;
96773F32;Famicom;NAMCOT-163;60-21;163;19;256;256;0;0;8;1;h;1;;3;;
9688AEEA;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
96940730;Ntsc;;;;215;1024;1024;0;0;0;0;h;1;;0;;
969EF9E4;Ntsc;NES-UNROM;NES-UN-ROM-07;;2;128;0;8;0;0;0;h;1;;2;;
96BA90B0;Famicom;HVC-UNROM;HVC-UNROM-05;;2;128;0;8;0;0;0;v;1;;2;;
96CE586E;Famicom;;;;189;128;128;0;0;0;0;h;1;;0;;
96CFB4D8;Pal;NES-AMROM;NES-AMROM-01;;7;128;0;8;0;0;0;h;1;;2;;
96DEFABE;Ntsc;;;;142;128;0;8;0;0;0;h;1;;0;;
96DFC776;Ntsc;TENGEN-800030;800030-01 REV A;337001;206;128;64;0;0;0;0;v;1;;0;;
96E6C1CE;Ntsc;NES-CNROM;NES-CN-ROM-256-05;;3;32;32;0;0;0;0;v;1;;2;;
96F328FF;Ntsc;;;;4;64;64;0;0;0;0;h;1;;0;;
97116D42;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
972D08C5;Famicom;HVC-SKROM;HVC-SKROM-06;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
972D2784;Pal;NES-NROM-256;NES-NROM-256-02;;0;32;8;0;0;0;0;v;1;;0;;
9735D267;Pal;NES-SEROM;NES-SEROM-04;MMC1B2;1;32;32;0;0;0;0;h;1;;5;;
973BBF75;Ntsc;COLORDREAMS-74*377;UNK-COLORDREAMS-REVC;;11;64;64;0;0;0;0;v;1;;0;;
973DFED9;Ntsc;;;;3;16;32;0;0;0;0;h;1;;2;;
9747AC09;Ntsc;NES-SLRROM;NES-SLRROM-01;MMC1B2;1;128;128;0;0;0;0;h;2;;0;;
974B0552;Ntsc;;;;173;16;8;0;0;0;0;h;1;;0;;
974D0745;Famicom;HVC-TLROM;HVC-TLROM-02;MMC3A;4;128;128;0;0;0;0;h;1;;0;;
974E8840;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;33;;0;;
975F64E2;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
976893D2;Pal;NES-CNROM;NES-CN-ROM-256-05;;3;32;32;0;0;0;0;h;1;;2;;
9768E5E0;VsSystem;;;;99;32;16;0;2;0;0;4;5;;0;0;6
9776BAF0;Ntsc;;;;2;128;0;8;0;0;0;h;1;;2;;
977D22C3;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
978002FD;Ntsc;;;;515;1024;0;8;0;0;0;v;1;;0;;
978E19FC;Pal;;;;1;128;128;0;0;0;0;h;1;;0;;
979239DE;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
979C5314;Ntsc;NES-UNROM;NES-UN-ROM-05;;2;128;0;8;0;0;0;v;1;;2;;
97B66BC0;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
97B6CB19;Famicom;;;MMC3A;4;256;256;0;0;0;0;h;1;;4;;
97B82F53;Dendy;;;;176;1024;0;8;0;32;1;h;1;;0;;
97B945F6;Dendy;;;;178;512;0;8;0;8;1;h;1;;0;;
97BC4585;Famicom;HVC-SLROM;HVC-SLROM-02;MMC1A;1;128;128;0;0;0;0;h;1;;0;;
97C77719;Ntsc;;;;2;128;;8;0;0;0;v;;;;;
97CAD370;Famicom;HVC-FKROM;HVC-FKROM-01;MMC-4;10;256;128;0;0;8;1;h;1;;0;;
97D20611;VT02;;;;256;8192;0;0;0;0;0;h;42;;0;;
97D52C06;Pal;NES-SKROM;NES-SKROM-01;MMC1A;1;128;128;0;0;8;1;h;1;;0;;
97D83366;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
97DAA57D;Dendy;;;;268;256;256;0;0;8;1;h;1;;0;;
97DD04D5;VT03;;;;256;64;0;0;0;0;0;h;1;;0;;
97F3D7C1;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
9806CB84;Famicom;HVC-AOROM;HVC-AOROM-01;;7;256;0;8;0;0;0;h;1;;2;;
98087E4D;Famicom;;;;3;32;32;;8;0;0;h;;;;;
980BE936;Famicom;KONAMI-NROM-128;MF4002;;0;16;8;0;0;0;0;v;18;;0;;
980E06FD;Ntsc;;;;4;256;128;0;0;0;0;h;1;;0;;
981AE6BB;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
98266D3A;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
982DA55F;Ntsc;;;;24;256;8;0;0;0;0;h;1;;0;;
982DFB38;Ntsc;ACCLAIM-MC-ACC;55741;MC-ACC;4;128;128;0;0;0;0;h;1;;3;;
983948A5;Ntsc;NES-CNROM;NES-CN-ROM-256-04;;3;32;32;0;0;0;0;v;1;;2;;
983D8175;Famicom;;;;157;256;0;8;0;0;1;h;1;;0;;
9842FE6A;Dendy;;;;164;512;0;8;8;0;1;h;1;;1;;
98430F49;Ntsc;;;;71;64;0;8;0;0;0;v;1;;0;;
98480E47;Ntsc;;;;52;512;512;0;0;0;0;h;1;;0;;
985B1D05;Famicom;KONAMI-74*139/74;302030A;;87;32;16;0;0;0;0;h;1;;0;;
987F98BA;Ntsc;;;;196;128;128;0;0;0;0;h;1;;0;;
988798A8;Ntsc;NES-TGROM;NES-TGROM-01;MMC3C;4;512;0;8;0;0;0;h;1;;0;;
988AF9F1;Ntsc;;;;1;16;32;0;0;0;0;h;1;;0;;
988B446D;Ntsc;NES-NROM-128;NES-NROM-128-03;;0;16;8;0;0;0;0;v;1;;0;;
988C290E;Ntsc;;;;1;256;0;8;0;8;1;h;1;;0;;
98977591;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
989BAF84;Playchoice;;;;2;128;0;8;0;0;0;v;1;;2;;
989C1019;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;256;256;0;0;0;0;h;1;;0;;
98A97A59;Famicom;;;;4;512;0;8;0;0;0;h;1;;0;;
98BAA4A2;Ntsc;;;;107;128;64;0;0;0;0;v;1;;0;;
98C1CD4B;Dendy;;;;192;512;256;4;0;8;1;h;1;;0;;
98C7B4DA;Ntsc;;;;2;128;0;8;0;0;0;v;1;;2;;
98CCC9AB;Famicom;SUNSOFT-4;UNK-SUNSOFT-MHA;Sunsoft-4;68;128;128;0;0;8;1;h;1;;0;;
98DC1099;Famicom;HVC-CNROM;;;185;32;8;;0;0;0;v;;;;;
98E3C75A;VsSystem;;;;99;32;16;0;2;0;0;4;4;;0;0;5
98F71BB0;Ntsc;;;;4;128;64;0;0;0;0;h;1;;0;;
99051CB5;Dendy;;;;176;512;0;8;0;32;1;h;1;;0;;
99083B3A;Ntsc;COLORDREAMS-74*377;BC6;;11;128;128;0;0;0;0;v;1;;0;;
990985C0;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
991E2B2B;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
99240573;Famicom;BANDAI-LZ93D50+24C02;DRAGON BALL Z-B;FCG-3;16;256;256;0;0;0;1;h;1;;5;;
99276583;Ntsc;;;;136;64;64;0;0;0;0;h;1;;0;;
992AF039;Famicom;HVC-SMROM;HVC-SMROM-01;MMC1;1;256;0;8;0;0;0;h;1;;0;;
99432855;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
994A2711;VsSystem;;;;99;48;16;0;0;2;1;4;4;;0;5;0
994BF21E;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
9960A919;Famicom;;;;2;128;;8;0;0;0;v;;;;;
99686DAD;Famicom;;;;1;128;128;0;0;0;0;h;1;;0;;
99748230;Ntsc;;;;215;256;256;0;0;0;0;h;1;;0;;
9976C419;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
997DAA54;Famicom;;;;60;64;32;0;0;0;0;h;1;;0;;
998422FC;Pal;NES-HKROM;NES-HKROM-01;MMC6B;4;256;256;0;0;1;1;h;1;;1;;
998BFC08;Playchoice;;;;4;64;64;0;0;0;0;4;1;;0;;
999107A7;Ntsc;;;;4;512;8;0;0;0;0;h;1;;0;;
9992F445;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;h;1;;2;;
999577B6;Ntsc;NES-UNROM;NES-UN-ROM-05;;2;128;0;8;0;0;0;v;1;;2;;
999584A8;Pal;NES-NROM-256;NES-NROM-256-05;;0;32;8;0;0;0;0;h;1;;0;;
99A28276;Pal;NES-UNROM;NES-UNROM-08;;2;128;0;8;0;0;0;v;1;;2;;
99A62E47;Famicom;;;;2;128;0;8;0;0;0;v;1;;2;;
99A9F57E;Ntsc;NES-SEROM;NES-SEROM-02;MMC1A;1;32;32;0;0;0;0;h;1;;5;;
99C395F9;Famicom;;;;48;128;128;0;0;0;0;h;1;;0;;
99C88648;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
99D15A91;Ntsc;NES-NROM-256;NES-NROM-256-03;;0;32;8;0;0;0;0;v;1;;0;;
99D38676;Famicom;HVC-TL1ROM;HVC-TL1ROM-01;MMC3A;4;128;128;0;0;0;0;h;16;;0;;
99D4464F;Ntsc;;;;260;512;512;0;0;0;0;h;1;;0;;
99D867FB;Dendy;;;;24;128;32;0;0;0;0;h;1;;0;;
99DDDB04;Ntsc;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
99EF3978;VT09;;;;256;4096;0;0;0;0;0;h;1;;0;;
99FE9AB5;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
9A0A531A;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
9A135E82;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9A23A458;Ntsc;;;;79;32;64;0;0;0;0;h;1;;0;;
9A2DB086;Pal;NES-NROM-256;NES-NROM-256-02;;0;32;8;0;0;0;0;v;1;;0;;
9A31304C;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
9A43AB3C;Playchoice;;;;3;32;32;;0;0;0;v;;;;;
9A4BD541;Ntsc;;;;1;128;0;8;8;0;0;h;1;;0;;
9A76C7B3;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
9A808C3B;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;h;1;;2;;
9AABCB8F;VT03;;;;256;4096;0;0;0;0;0;h;1;;0;;
9AAC6754;Ntsc;;;;226;2048;0;8;0;0;0;h;42;;0;;
9AACD75D;Famicom;;;;3;32;32;0;0;0;0;v;1;;2;;
9AB274AE;Ntsc;;;;228;256;128;0;0;0;0;h;1;;0;;
9AC644F4;Pal;;;;1;128;0;8;0;0;0;h;1;;0;;
9ACE456E;Ntsc;;;;138;128;128;0;0;0;0;h;1;;0;;
9AD9A8E9;Ntsc;;;;176;512;512;0;0;0;0;h;1;;0;;
9ADB2AF7;Famicom;;;;0;32;8;;0;0;0;v;;;;;
9ADDC156;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9ADFC8F0;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3C;4;128;256;0;0;0;0;h;1;;0;;
9AE2BAA0;VsSystem;;;;99;32;8;0;2;0;0;4;4;;0;0;3
9AEA064B;Ntsc;;;;0;32;8;0;0;0;0;v;2;;0;;
9B05B278;Pal;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
9B1D443D;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9B208AB1;Famicom;HVC-SIROM;HVC-SIROM-02;MMC1B2;1;32;16;0;0;8;1;h;1;;0;;
9B321776;Ntsc;;;;201;128;32;0;0;0;0;v;42;;0;;
9B3B1CF4;Ntsc;;;;0;16;0;8;0;0;0;h;1;;0;;
9B3C5124;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3C;4;256;128;0;0;8;1;h;19;;0;;
9B4EAB9A;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9B506A48;Famicom;HVC-NROM-256;HVC-NROM-256K-02;;0;32;8;0;0;0;0;h;32;;0;;
9B518D54;Dendy;;;;224;1024;0;8;0;8;1;h;1;;0;;
9B53F848;Famicom;HVC-SGROM;HVC-SGROM-03;MMC1B2;1;128;0;8;0;0;0;h;1;;0;;
9B547E05;Famicom;HVC-FJROM;HVC-FJROM-01;MMC-4;10;128;64;0;0;8;1;h;1;;0;;
9B568CC4;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9B821A83;Ntsc;NES-SNROM;NES-SNROM-05;MMC1B2;1;128;0;8;0;8;1;h;1;;0;;
9BA42AF3;Ntsc;;;;63;1024;0;8;0;0;0;h;42;;0;;
9BA518BA;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
9BA520D4;VT03;;;;256;16384;0;0;8;0;0;h;42;;0;;
9BAC73EF;Ntsc;NES-TKROM;NES-TKROM-02;MMC3C;4;128;128;0;0;8;1;h;1;;0;;
9BB66333;Ntsc;;;;4;128;128;0;0;0;0;h;3;;0;;
9BB8F450;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
9BBF3E5D;Famicom;;;;15;1024;;8;0;0;0;;;;;;
9BC42E51;Dendy;;;;4;32;8;0;0;0;0;h;1;;0;;
9BC8B33C;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
9BD01DD7;Ntsc;;;;1;256;0;8;0;8;1;h;1;;0;;
9BD3F3C2;Pal;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
9BDCD892;Famicom;HVC-TKROM;HVC-TKROM-02;MMC3B;4;256;256;0;0;8;1;h;1;;0;;
9BDE3267;Ntsc;NES-CNROM;NES-CNROM-06;;3;32;32;0;0;0;0;v;1;;2;;
9BDF2424;Ntsc;BMC-FK23C;;;65000;1024;1024;;0;0;0;h;;;;;
9C04C8D5;Famicom;BANDAI-FCG-1;DORAGON2;FCG-2;16;128;128;0;0;0;0;h;1;;4;;
9C053F24;Famicom;;;;1;128;32;0;0;0;0;h;1;;0;;
9C18762B;Ntsc;NES-ETROM;NES-ETROM-01;MMC5;5;256;128;0;8;8;1;h;1;;0;;
9C304DEC;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
9C3A26CB;Ntsc;;;;173;16;8;0;0;0;0;h;1;;0;;
9C3E8FC0;Famicom;HVC-SGROM;HVC-SGROM-02;MMC1A;1;128;0;8;0;0;0;h;1;;0;;
9C42E662;Famicom;;;;83;1024;1024;0;0;32;1;h;1;;2;;
9C4589E3;Ntsc;;;;0;16;8;0;0;0;0;h;1;;0;;
9C4B07D9;Ntsc;;;;0;16;8;0;0;0;0;v;1;;0;;
9C4C2B9C;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
9C521240;Famicom;HVC-CNROM+SECURITY;HVC-CNROM-256K-01;;185;32;8;0;0;0;0;h;1;;5;;
9C537919;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
9C58F4A6;Famicom;;;;4;512;0;8;0;8;1;h;1;;0;;
9C596C2F;Ntsc;;;;0;32;8;0;0;0;0;v;1;;0;;
9C7BD700;Ntsc;;;;45;1024;1024;0;0;0;0;h;42;;0;;
9C7FE9FF;UM6578;;;;405;1024;0;32;0;0;0;h;42;;0;;
9C924719;Pal;NES-TLROM;NES-TLROM-03;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
9C987A2A;Ntsc;;;;399;128;0;32;0;0;0;h;1;;0;;
9C9F3571;Ntsc;NES-CNROM;NES-CN-ROM-256-01;;3;32;32;0;0;0;0;v;1;;2;;
9CAABA9E;Ntsc;;;;4;256;128;0;0;0;0;h;1;;0;;
9CB104B0;Ntsc;;;;0;32;0;8;0;0;0;h;1;;0;;
9CBADC25;Famicom;HVC-EKROM;HVC-EKROM-01;MMC5A;5;512;256;0;0;8;1;h;1;;0;;
9CBB0291;Famicom;HVC-TBROM;HVC-TBROM-01;MMC3B;4;64;64;0;0;0;0;h;1;;0;;
9CBC8253;Famicom;NAMCOT-3415;3415;118;206;128;32;0;0;0;0;v;1;;0;;
9CD5128C;Famicom;;;;4;128;128;0;0;0;0;h;1;;0;;
9CD7D385;Ntsc;;;;4;256;256;0;0;0;0;h;1;;0;;
9CDC9AFD;Ntsc;;;;4;32;8;0;0;0;0;h;1;;0;;
9CDE3036;Dendy;;;;4;256;256;0;0;8;1;h;1;;0;;
9CE3374D;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
9CFA55E7;Famicom;HVC-SKROM;HVC-SKROM-03;MMC1A;1;128;128;0;0;8;1;h;1;;0;;
9D048EA4;Famicom;BANDAI-74*161/02/74;UNK-BANDAI-OEKAKIDS;;96;128;0;32;0;0;0;v;23;;0;;
9D20E448;Ntsc;;;;265;512;0;8;0;0;0;h;1;;0;;
9D21FE96;Famicom;NAMCOT-3416;60-10;108;206;128;64;0;0;0;0;v;1;;0;;
9D2EAC31;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
9D34EDC5;Famicom;TAITO-CNROM;P3-024;;3;32;32;0;0;0;0;v;1;;2;;
9D38F8F9;Ntsc;TENGEN-800003;800003-01 REV C;;0;16;8;0;0;0;0;h;1;;0;;
9D45D8EC;Famicom;HVC-SKROM;HVC-SKROM-05;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
9D779B08;Ntsc;;;;0;32;8;0;0;0;0;h;1;;0;;
9D8256D8;Ntsc;;;;45;512;512;0;0;0;0;h;1;;0;;
9D8AA034;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
9D8C987E;Ntsc;;;;33;256;256;0;0;0;0;h;1;;0;;
9D976153;Famicom;HVC-SNROM;HVC-SNROM-09;MMC1B2;1;256;0;8;0;8;1;h;1;;0;;
9D9A4A26;Famicom;HVC-TKROM;HVC-TKROM-03;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
9D9A89C4;Ntsc;;;;1;128;128;0;0;0;0;h;1;;0;;
9DA818F8;Ntsc;;;;11;64;64;0;0;0;0;v;1;;0;;
9DB91BDB;Ntsc;;;;3;32;32;0;0;0;0;h;1;;2;;
9DC96EC7;Famicom;JALECO-JF-29;JF-29A;D7756C;18;256;128;0;0;0;0;h;1;;0;;
9DDF9017;Ntsc;;;;4;128;256;0;0;0;0;h;1;;0;;
9DE10A91;Dendy;;;;163;1024;0;8;0;8;1;v;1;;0;;
9DF58E80;Pal;NES-SJROM;NES-SJROM-03;MMC1B3;1;256;64;0;8;0;0;h;25;;0;;
9E09371D;Playchoice;;;;0;16;8;0;0;0;0;v;8;;0;;
9E1F62E1;Ntsc;;;;63;2048;0;8;0;0;0;h;42;;0;;
9E356267;Famicom;HVC-SNROM;HVC-SNROM-01;MMC1;1;128;8;0;0;8;1;h;1;;0;;
9E36080E;Famicom;HVC-TSROM;HVC-TSROM-03;MMC3A;4;128;128;0;8;0;0;h;1;;0;;
9E379698;Ntsc;CAMERICA-ALGN;ALGNV1-1;;71;256;0;8;0;0;0;v;1;;0;;
9E382EBF;Ntsc;NES-SBROM;NES-SBROM-01;MMC1A;1;64;32;0;0;0;0;h;12;;0;;
9E4701CB;Famicom;HVC-CNROM;HVC-CNROM-256K-01;;3;32;32;0;0;0;0;v;1;;2;;
9E4E9CC2;Ntsc;NES-NROM-128;NES-NROM-128-06;;0;16;8;0;0;0;0;h;1;;0;;
9E6092A4;Ntsc;NES-TSROM;NES-TSROM-08;MMC3C;4;128;128;0;8;0;0;h;1;;0;;
9E66A66B;Famicom;HVC-CNROM;CN-04B;;3;32;32;0;0;0;0;h;1;;2;;
9E7590BA;Ntsc;;;;34;64;0;8;0;0;0;v;2;;2;;
9E777EA5;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9E85A7D9;Famicom;;;;4;256;128;;8;0;0;;;;;;
9E898385;Famicom;IREM-H3001;FC-00-017B;IF-H3001;65;128;128;0;0;0;0;h;1;;0;;
9EA1DC76;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;h;1;;2;;
9EBDC94E;Famicom;HVC-SNROM;HVC-SNROM-06;MMC1A;1;256;0;8;0;8;1;h;1;;0;;
9ECB9DCD;Famicom;HVC-SFROM;HVC-SFROM-01;MMC1B2;1;128;32;0;0;0;0;h;1;;0;;
9EDBE2E2;Famicom;NAMCOT-163;LROG044-00;163;19;128;128;0;0;0;0;h;1;;4;;
9EDD2159;Ntsc;NES-AOROM;NES-AOROM-03;;7;256;0;8;0;0;0;h;2;;2;;
9EE83916;Famicom;JALECO-JF-17;JF-17;;72;128;128;0;0;0;0;v;1;;0;;
9EEFB4B4;Famicom;HVC-TLROM;HVC-TLROM-04;MMC3C;4;128;128;0;0;0;0;h;1;;0;;
9EF351DC;Ntsc;;;;3;32;32;0;0;0;0;v;1;;2;;
9EFF96D2;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9F01687D;Pal;NES-TKROM;NES-TKROM-02;MMC3B;4;128;128;0;0;8;1;h;1;;0;;
9F028FC5;Dendy;;;;268;1024;0;8;0;8;1;h;1;;0;;
9F03B11F;Famicom;;;;2;128;0;8;0;0;0;v;3;;2;;
9F056212;Famicom;;;;66;128;32;;0;0;0;h;;;;;
9F119033;Pal;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9F197F2B;Dendy;;;;163;2048;0;8;0;8;1;v;1;;0;;
9F2712DF;Famicom;HVC-SKROM;HVC-SKROM-04;MMC1B2;1;128;128;0;0;8;1;h;1;;0;;
9F2A1354;Ntsc;;;;215;128;256;0;0;0;0;h;1;;0;;
9F2EEF20;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
9F30F2F1;Ntsc;;;;4;128;128;0;0;0;0;h;1;;0;;
9F432594;Ntsc;NES-UNROM;NES-UNROM-09;;2;128;0;8;0;0;0;v;1;;2;;
9F5138CB;Famicom;HVC-SLROM;HVC-SLROM-03;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9F6C119C;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B2;1;128;128;0;0;0;0;h;1;;0;;
9F6CE171;Ntsc;NES-TLROM;NES-TLROM-03;MMC3B;4;128;128;0;0;0;0;h;1;;0;;
9F7047D5;Ntsc;;;;1;128;128;0;0;8;1;h;1;;0;;
9F7BF36F;Ntsc;;;;4;256;256;0;0;0;0;4;1;;0;;
9F8336DB;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;1;;2;;
9F873E64;Ntsc;;;;60;64;32;0;0;0;0;v;1;;0;;
9F8F200A;Famicom;;;;3;32;32;;0;0;0;h;26;;;;
9FA0AB3E;Ntsc;;;;358;1024;1024;0;0;0;0;h;1;;0;;
9FA33CF6;Famicom;;;;0;32;8;;0;0;0;v;;;;;
9FAE4D46;Famicom;HVC-UNROM;HVC-UNROM-03;;2;128;0;8;0;0;0;v;21;;2;;
9FB32923;Ntsc;NES-SLROM;NES-SLROM-06;MMC1B3;1;128;128;0;0;0;0;h;1;;0;;
9FB8F842;Ntsc;;;;2;64;0;8;0;0;0;v;1;;2;;
9FD35802;Famicom;HVC-CNROM;N04;;3;32;32;0;0;0;0;h;1;;2;;
